Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level
PROJ_4684,Manufacturing,3,1460313.54,11,6.20,12,Scrum,Mixed,1,3,2.78,Planning,Moderate,0.59,0.76,0,3.84,Low,Familiar,4,High,0.76,0.69,Moderate,Mixed,0.33,9.26,0.87,Low,1.35,0,0.54,0.87,Mid-level PM,Ad-hoc,Strict,Excellent,Moderate,Time & Materials,Low,High,First-time,Formal,Advanced,Fully Colocated,Basic,11,9,0.87,High
PROJ_4685,Healthcare,12,1421141.13,6,1.09,15,Scrum,Mixed,2,0,0.36,Closure,Moderate,0.12,1.00,4,5.07,Medium,New,2,High,0.08,0.71,Strong,Government,0.71,1.44,0.48,Low,0.15,8,0.98,0.14,Mid-level PM,Optimizing,Low,Moderate,Poor,Fixed-Price,Medium,High,Regular,Advanced,None,Fully Remote,Excellent,11,2,1.07,Low
PROJ_4686,IT,3,144937.13,12,6.94,10,Kanban,Senior,1,2,0.03,Initiation,Unstable,0.21,0.55,4,5.13,Low,Familiar,4,Medium,0.21,0.70,Moderate,Internal,0.73,4.30,0.80,Critical,1.20,5,0.66,0.93,Senior PM,Ad-hoc,High,Good,Moderate,Fixed-Price,Low,High,Occasional,Formal,Formal,Fully Remote,Poor,7,7,0.88,Low
PROJ_4687,R&D,13,1952808.87,7,4.32,10,Agile,Mixed,1,3,0.81,Execution,Stable,0.16,0.55,3,6.92,Medium,Familiar,3,High,0.18,0.74,Weak,Internal,0.75,5.41,0.64,Medium,0.87,4,0.98,0.79,Mid-level PM,Managed,Medium,Excellent,Stable,Time & Materials,Medium,High,Occasional,Basic,Formal,Fully Remote,Good,9,2,1.05,Low
PROJ_4688,R&D,15,2586163.32,25,4.91,9,Scrum,Mixed,3,0,2.18,Closure,Moderate,0.42,0.68,0,6.54,Low,Expert,2,Low,0.78,0.87,Strong,Government,0.34,5.31,0.76,High,2.41,5,0.74,0.72,Senior PM,Defined,Medium,Moderate,Stable,Cost-Plus,Low,High,Regular,Formal,Basic,Fully Colocated,Good,2,8,0.95,High
PROJ_4689,Healthcare,24,2635102.13,23,5.93,6,Agile,Mid-level,2,4,2.98,Initiation,Moderate,0.03,0.74,4,3.30,High,New,1,Excellent,0.05,1.13,Weak,Mixed,0.40,9.73,0.37,High,0.20,7,0.64,0.73,Senior PM,Ad-hoc,Strict,Good,Poor,Time & Materials,Medium,Low,Strategic,Advanced,None,Fully Colocated,Excellent,1,8,0.97,Medium
PROJ_4690,R&D,23,2292991.40,25,4.49,15,Agile,Senior,0,2,0.42,Planning,Moderate,0.04,0.95,3,4.19,Critical,Familiar,3,High,0.76,0.98,Weak,Internal,0.67,8.09,0.53,Critical,0.93,4,0.84,0.98,Junior PM,Optimizing,Medium,Good,Stable,Cost-Plus,High,Low,Regular,Formal,None,Fully Remote,Poor,6,2,1.14,Low
PROJ_4691,R&D,22,832500.80,31,1.74,8,Waterfall,Mid-level,3,1,0.23,Execution,Stable,0.16,0.66,3,4.11,Medium,Familiar,1,Low,0.79,0.50,Weak,Government,0.10,7.91,0.88,Medium,1.33,9,0.72,0.23,Mid-level PM,Ad-hoc,High,Poor,Poor,Fixed-Price,Low,High,Occasional,Formal,None,Hybrid,Excellent,2,6,1.17,Low
PROJ_4692,R&D,43,470360.00,25,3.83,11,Agile,Junior,2,2,1.25,Initiation,Unstable,0.16,0.83,0,6.27,Critical,New,1,Excellent,0.01,0.84,Strong,Mixed,0.61,1.87,0.69,Medium,1.93,4,0.70,0.34,Senior PM,Defined,High,Moderate,Stable,Cost-Plus,High,High,First-time,Advanced,Formal,Hybrid,Excellent,2,8,1.16,Low
PROJ_4693,Healthcare,41,1035647.55,10,9.00,19,Hybrid,Mid-level,0,1,1.58,Initiation,Moderate,0.03,0.73,3,2.71,High,New,2,High,0.19,0.69,Weak,External,0.20,1.47,0.54,Medium,0.44,1,0.77,0.13,Mid-level PM,Ad-hoc,Medium,Good,Poor,Fixed-Price,Medium,High,First-time,Basic,Formal,Fully Colocated,Basic,10,5,0.83,Low
PROJ_4694,Construction,16,1359455.00,30,2.35,13,Scrum,Junior,0,4,0.15,Initiation,Moderate,0.14,0.41,0,2.43,High,Expert,3,Excellent,0.98,1.15,Weak,External,0.77,1.70,0.38,High,1.79,5,0.52,0.02,Senior PM,Ad-hoc,Low,Poor,Poor,Time & Materials,Low,Extreme,Occasional,Basic,None,Hybrid,Good,5,6,1.01,High
PROJ_4695,IT,37,2046084.97,25,7.75,13,Scrum,Mixed,1,4,2.51,Execution,Moderate,0.39,0.50,0,3.02,Medium,New,1,Medium,0.87,0.96,Strong,Internal,0.66,1.56,0.99,Medium,2.17,2,0.76,0.30,Senior PM,Ad-hoc,High,Moderate,Moderate,Cost-Plus,Medium,Extreme,Strategic,Formal,Formal,Fully Remote,Good,8,2,0.80,Medium
PROJ_4696,Healthcare,9,1490131.80,6,3.87,10,Kanban,Mixed,1,4,2.41,Planning,Stable,0.41,0.81,4,3.47,Low,New,4,Excellent,0.82,1.20,Moderate,External,0.37,9.10,0.46,Medium,0.74,2,0.62,0.39,Mid-level PM,Defined,High,Poor,Moderate,Fixed-Price,High,High,Strategic,Formal,Formal,Fully Colocated,Excellent,5,4,1.01,High
PROJ_4697,IT,4,231696.06,10,4.81,14,Waterfall,Mixed,1,2,2.85,Initiation,Unstable,0.22,0.42,3,5.92,Low,Expert,1,Medium,0.42,0.76,Strong,Internal,0.67,6.09,0.45,Medium,0.56,2,0.83,0.27,Mid-level PM,Ad-hoc,Strict,Moderate,Moderate,Time & Materials,Low,Extreme,First-time,Formal,Formal,Fully Colocated,Excellent,10,11,0.93,High
PROJ_4698,R&D,2,1157368.36,21,8.11,7,Waterfall,Mid-level,0,4,0.41,Initiation,Moderate,0.25,0.97,1,2.19,Low,Familiar,1,High,0.52,1.08,Moderate,Government,0.41,6.75,0.88,High,1.86,7,0.54,0.51,Junior PM,Optimizing,Strict,Good,Poor,Fixed-Price,High,Extreme,Strategic,Formal,Basic,Fully Colocated,Basic,1,10,1.04,High
PROJ_4699,Manufacturing,11,1169062.05,3,8.59,2,Waterfall,Junior,1,3,1.51,Execution,Unstable,0.07,0.87,1,5.26,Low,New,2,Excellent,0.36,0.64,Weak,Internal,0.14,9.90,0.73,Medium,0.82,5,0.55,0.84,Junior PM,Defined,Low,Poor,Stable,Fixed-Price,High,High,First-time,Formal,Advanced,Hybrid,Good,6,1,1.15,Medium
PROJ_4700,R&D,31,790619.91,31,9.07,12,Kanban,Mid-level,1,2,1.38,Execution,Unstable,0.51,0.93,3,2.26,High,Expert,1,Medium,0.31,0.47,Moderate,Internal,0.51,4.38,0.49,High,0.91,0,0.48,0.14,Senior PM,Optimizing,Medium,Good,Stable,Time & Materials,Low,High,First-time,Formal,Formal,Fully Remote,Excellent,6,4,1.15,High
PROJ_4701,Construction,7,2154355.39,31,4.43,6,Waterfall,Senior,2,2,2.39,Planning,Unstable,0.35,0.34,0,6.36,Critical,Familiar,4,High,0.52,1.05,Strong,Internal,0.24,7.67,0.69,Medium,1.95,9,0.70,0.29,Mid-level PM,Defined,Medium,Poor,Stable,Time & Materials,Low,High,First-time,Advanced,None,Fully Colocated,Excellent,4,7,0.89,High
PROJ_4702,R&D,39,1403166.64,7,1.15,15,Agile,Mid-level,4,2,2.53,Initiation,Unstable,0.36,0.45,3,4.25,Low,Familiar,1,Low,0.15,0.88,Weak,Mixed,0.87,5.29,0.70,Critical,1.45,5,0.50,0.76,Junior PM,Optimizing,Medium,Excellent,Stable,Time & Materials,Low,Moderate,Strategic,Basic,Advanced,Fully Remote,Poor,10,5,0.87,Critical
PROJ_4703,R&D,46,217965.77,11,8.69,19,Scrum,Mid-level,3,3,2.33,Execution,Unstable,0.14,0.52,3,6.55,Medium,New,2,Low,0.51,0.54,Strong,Internal,1.00,9.49,0.72,High,2.83,2,0.83,0.19,Mid-level PM,Optimizing,High,Poor,Stable,Fixed-Price,Low,Low,Regular,Advanced,Advanced,Hybrid,Excellent,11,9,0.83,Medium
PROJ_4704,Healthcare,25,2663069.56,30,7.86,7,Agile,Mid-level,1,2,1.27,Closure,Moderate,0.09,0.90,2,4.27,High,New,2,High,0.88,0.76,Strong,External,0.86,3.28,0.81,Low,0.65,1,0.78,0.64,Junior PM,Managed,Strict,Poor,Stable,Cost-Plus,Medium,Low,Regular,Basic,Advanced,Hybrid,Poor,9,7,0.93,Medium
PROJ_4705,Healthcare,4,1672135.14,26,7.49,12,Waterfall,Senior,4,3,1.02,Planning,Unstable,0.18,0.82,1,6.68,Critical,New,4,Medium,0.61,1.15,Moderate,External,0.35,6.95,0.35,Medium,2.25,6,0.51,0.99,Junior PM,Defined,Low,Good,Stable,Cost-Plus,High,Extreme,Occasional,Basic,None,Fully Colocated,Excellent,9,6,1.19,High
PROJ_4706,R&D,6,1037923.23,22,8.88,13,Kanban,Mid-level,1,2,2.98,Execution,Unstable,0.16,0.65,3,2.56,Critical,Familiar,2,Low,0.68,0.58,Strong,External,0.31,7.76,0.73,High,0.33,3,0.42,0.52,Junior PM,Managed,High,Good,Stable,Fixed-Price,Low,Low,Regular,Basic,Advanced,Fully Colocated,Basic,6,3,0.98,High
PROJ_4707,R&D,44,916963.33,24,2.45,14,Hybrid,Junior,0,1,2.32,Closure,Stable,0.52,0.38,1,2.60,Critical,New,1,Medium,0.01,0.73,Moderate,Government,0.39,6.31,0.65,Low,2.83,6,0.62,0.09,Senior PM,Ad-hoc,Medium,Moderate,Poor,Cost-Plus,Medium,Moderate,Regular,Basic,None,Fully Remote,Excellent,11,11,0.92,Critical
PROJ_4708,Construction,31,1372226.33,9,7.77,18,Waterfall,Junior,0,3,2.82,Closure,Unstable,0.26,0.39,2,4.75,Medium,New,2,High,0.62,1.08,Weak,Mixed,0.10,8.71,0.36,High,2.71,1,0.46,0.81,Mid-level PM,Defined,High,Poor,Moderate,Time & Materials,High,Moderate,Strategic,Basic,None,Fully Remote,Excellent,8,6,1.17,Critical
PROJ_4709,R&D,21,354567.76,8,7.80,14,Kanban,Junior,0,1,1.97,Planning,Stable,0.56,0.91,4,6.23,Low,New,3,High,0.56,1.04,Moderate,Internal,0.59,7.82,0.49,Critical,1.04,1,0.80,0.90,Mid-level PM,Ad-hoc,Low,Good,Stable,Fixed-Price,Low,Extreme,Strategic,Formal,Basic,Hybrid,Excellent,3,2,1.11,High
PROJ_4710,R&D,27,1370550.79,24,3.38,18,Agile,Mid-level,3,4,1.75,Closure,Stable,0.41,0.43,3,2.09,Low,Expert,4,Excellent,0.44,1.00,Weak,Mixed,0.88,8.26,0.32,Critical,0.12,9,0.63,0.04,Mid-level PM,Optimizing,Strict,Moderate,Poor,Cost-Plus,High,Moderate,First-time,Advanced,None,Fully Remote,Good,9,11,0.96,High
PROJ_4711,IT,36,1977420.31,26,4.21,9,Agile,Mid-level,4,1,1.80,Closure,Stable,0.08,0.94,4,6.13,Critical,Expert,2,High,0.81,0.95,Moderate,Government,0.31,4.68,0.63,High,0.86,2,0.68,0.80,Mid-level PM,Managed,High,Good,Moderate,Time & Materials,High,Extreme,Regular,Formal,Advanced,Hybrid,Good,1,9,1.17,Low
PROJ_4712,Manufacturing,42,1061110.67,3,3.79,13,Kanban,Junior,3,4,1.93,Execution,Stable,0.58,0.78,2,4.22,Medium,New,3,Low,0.46,0.92,Strong,Government,0.83,2.73,0.71,Critical,1.37,3,0.47,0.71,Senior PM,Optimizing,Medium,Poor,Moderate,Time & Materials,Low,Low,Regular,Basic,Basic,Fully Colocated,Basic,6,4,1.09,Critical
PROJ_4713,Construction,27,2828500.04,4,9.97,16,Hybrid,Mixed,1,0,0.95,Initiation,Unstable,0.15,0.66,4,4.79,Low,Familiar,2,Low,0.57,1.00,Weak,Internal,0.97,4.54,0.99,Low,1.60,6,0.81,0.77,Junior PM,Optimizing,High,Poor,Stable,Cost-Plus,Low,Low,Regular,Basic,Advanced,Hybrid,Excellent,9,5,0.87,Medium
PROJ_4714,R&D,34,773455.93,29,9.51,18,Kanban,Senior,1,1,1.15,Planning,Moderate,0.32,0.49,1,5.09,Critical,New,1,Excellent,0.93,0.38,Moderate,External,0.21,6.96,0.51,Critical,0.95,3,0.63,0.40,Junior PM,Managed,Strict,Poor,Moderate,Cost-Plus,Low,Low,Occasional,Basic,Advanced,Hybrid,Basic,9,3,0.99,High
PROJ_4715,Construction,44,1797305.36,4,4.51,17,Scrum,Mixed,2,0,0.12,Planning,Unstable,0.54,0.69,2,6.11,Critical,Familiar,4,Low,0.21,0.73,Weak,Mixed,0.03,8.68,0.49,Critical,0.90,4,0.73,0.65,Mid-level PM,Defined,Low,Poor,Moderate,Fixed-Price,Medium,Low,Regular,Formal,Formal,Fully Colocated,Poor,1,5,0.96,High
PROJ_4716,Construction,34,1194386.34,29,1.02,16,Hybrid,Mixed,3,2,0.11,Execution,Unstable,0.07,0.45,1,5.20,High,Expert,3,Excellent,0.69,0.65,Moderate,Mixed,0.55,5.75,0.98,High,0.52,9,0.46,0.48,Senior PM,Ad-hoc,Medium,Good,Poor,Time & Materials,Low,Extreme,Occasional,Formal,Basic,Fully Colocated,Basic,10,5,1.15,Medium
PROJ_4717,Construction,3,1163479.28,25,6.49,4,Hybrid,Junior,0,1,2.76,Planning,Moderate,0.21,0.64,4,5.38,High,New,2,Medium,0.46,0.55,Moderate,External,0.06,8.73,0.71,Medium,2.60,7,0.94,0.24,Senior PM,Optimizing,Strict,Good,Moderate,Cost-Plus,Medium,Extreme,First-time,Basic,Advanced,Fully Colocated,Excellent,2,11,1.13,Low
PROJ_4718,Healthcare,16,623908.12,31,9.31,6,Scrum,Mid-level,3,2,2.96,Planning,Stable,0.48,0.52,1,5.49,Medium,New,3,Low,0.51,0.95,Weak,Mixed,0.76,4.02,0.91,Low,1.53,5,0.93,0.67,Senior PM,Defined,High,Excellent,Poor,Time & Materials,High,Extreme,Strategic,Basic,Advanced,Fully Colocated,Good,8,6,1.19,Critical
PROJ_4719,R&D,5,455066.90,10,2.13,9,Kanban,Mixed,4,0,1.40,Execution,Unstable,0.21,0.89,1,2.84,High,New,3,Medium,0.58,0.48,Weak,Internal,0.71,3.25,0.87,Critical,0.14,0,0.78,0.31,Mid-level PM,Ad-hoc,Medium,Moderate,Stable,Cost-Plus,Low,Moderate,First-time,Advanced,Advanced,Fully Remote,Excellent,2,5,0.82,Low
PROJ_4720,IT,39,2834617.29,15,4.24,12,Scrum,Senior,2,2,1.76,Execution,Unstable,0.01,0.40,4,6.70,Critical,Familiar,4,Medium,0.55,0.39,Weak,Mixed,0.54,4.34,0.36,Critical,1.30,5,0.64,0.25,Senior PM,Managed,Strict,Excellent,Moderate,Fixed-Price,Low,High,Strategic,Advanced,None,Fully Remote,Good,6,6,0.96,Medium
PROJ_4721,R&D,4,2177574.35,13,9.12,8,Scrum,Mid-level,1,2,0.67,Planning,Moderate,0.20,0.74,2,3.61,Medium,Familiar,3,High,0.91,0.56,Moderate,Internal,0.91,2.55,0.85,High,2.68,3,0.43,0.88,Mid-level PM,Defined,Medium,Good,Poor,Cost-Plus,Low,High,First-time,Basic,Advanced,Fully Colocated,Excellent,4,3,0.87,Medium
PROJ_4722,Construction,2,349300.46,22,6.68,8,Hybrid,Mid-level,2,3,1.51,Closure,Unstable,0.51,0.37,2,1.34,Medium,New,3,Excellent,0.52,0.53,Strong,Mixed,0.08,8.87,0.78,Low,1.64,1,0.84,0.80,Mid-level PM,Optimizing,Strict,Good,Moderate,Time & Materials,Medium,High,First-time,Advanced,Advanced,Hybrid,Excellent,4,5,0.98,Critical
PROJ_4723,IT,43,1310412.85,8,6.07,5,Kanban,Mixed,4,1,1.55,Closure,Unstable,0.27,0.52,1,2.82,High,New,3,Excellent,0.02,0.43,Strong,External,0.42,5.02,0.52,Low,1.83,8,0.66,0.23,Mid-level PM,Ad-hoc,Low,Good,Stable,Time & Materials,Medium,High,Regular,Formal,Basic,Fully Colocated,Basic,2,8,0.96,Low
PROJ_4724,Healthcare,7,177525.33,25,6.91,13,Hybrid,Mixed,3,3,0.84,Initiation,Moderate,0.32,0.84,4,6.02,Critical,New,1,Low,0.64,0.75,Weak,External,0.99,2.79,0.66,Low,2.89,7,0.44,0.49,Junior PM,Managed,Strict,Moderate,Moderate,Cost-Plus,High,Low,Regular,Formal,None,Fully Remote,Poor,2,5,1.14,Low
PROJ_4725,Construction,5,2201841.15,8,5.60,16,Kanban,Junior,0,4,0.14,Planning,Unstable,0.39,0.94,3,1.08,Low,Expert,3,Low,0.72,0.70,Moderate,Mixed,0.95,5.76,0.37,Low,2.59,6,0.61,0.58,Mid-level PM,Optimizing,Medium,Moderate,Poor,Fixed-Price,High,High,First-time,Formal,Advanced,Fully Colocated,Basic,1,8,1.02,Low
PROJ_4726,R&D,38,560495.83,16,6.33,14,Agile,Mid-level,1,2,0.91,Initiation,Stable,0.11,0.39,3,1.87,High,Expert,1,Excellent,0.02,1.00,Strong,Internal,0.36,8.20,0.63,Low,0.92,1,0.90,0.37,Junior PM,Defined,Strict,Good,Stable,Fixed-Price,Low,Low,Occasional,Basic,Formal,Fully Colocated,Basic,4,8,1.01,Medium
PROJ_4727,Construction,36,1055865.42,30,9.01,19,Waterfall,Senior,4,1,2.68,Planning,Unstable,0.28,0.60,2,1.19,High,Familiar,2,Medium,0.40,0.49,Weak,Mixed,0.59,3.27,0.35,Low,0.71,1,0.56,0.21,Junior PM,Optimizing,Strict,Good,Poor,Time & Materials,Medium,Low,First-time,Formal,Basic,Fully Remote,Basic,4,1,1.11,Medium
PROJ_4728,Healthcare,28,279003.59,5,3.88,3,Waterfall,Mid-level,3,4,1.01,Initiation,Unstable,0.46,0.56,0,4.97,High,Familiar,3,Low,0.38,0.38,Weak,External,0.30,2.00,0.88,Medium,0.09,0,0.52,0.18,Junior PM,Managed,High,Good,Stable,Time & Materials,High,Extreme,Occasional,Formal,Formal,Fully Colocated,Basic,4,7,1.18,Medium
PROJ_4729,R&D,22,1034755.20,3,4.65,10,Kanban,Senior,0,0,0.58,Execution,Stable,0.29,0.53,3,3.47,Medium,Expert,2,Medium,0.85,1.08,Moderate,External,0.59,8.55,0.65,Low,2.07,5,0.93,0.82,Junior PM,Optimizing,Medium,Poor,Moderate,Cost-Plus,Low,Moderate,First-time,Formal,Formal,Fully Remote,Basic,7,11,1.13,Low
PROJ_4730,R&D,48,2727158.33,30,5.72,6,Hybrid,Mixed,0,4,0.61,Execution,Moderate,0.08,0.59,1,5.66,Low,Familiar,4,High,0.48,0.66,Strong,Mixed,0.45,6.49,0.38,High,2.76,2,0.93,0.32,Senior PM,Optimizing,Medium,Poor,Poor,Time & Materials,Low,Low,Occasional,Basic,None,Hybrid,Basic,9,10,1.06,Low
PROJ_4731,Manufacturing,16,938000.41,34,4.39,8,Scrum,Senior,4,1,1.51,Planning,Unstable,0.25,0.90,2,5.23,Medium,New,2,Low,0.98,1.08,Weak,External,0.15,9.10,0.81,Critical,1.02,1,0.48,0.10,Senior PM,Ad-hoc,Low,Poor,Moderate,Fixed-Price,Low,Moderate,Occasional,Basic,Formal,Fully Remote,Good,1,10,0.85,Medium
PROJ_4732,Manufacturing,44,2397845.90,30,6.09,7,Kanban,Senior,0,0,0.61,Planning,Moderate,0.44,0.38,1,4.17,High,Familiar,3,Excellent,0.88,0.35,Strong,Internal,0.32,7.23,0.98,Low,2.47,6,0.91,0.18,Senior PM,Defined,High,Poor,Poor,Cost-Plus,Medium,High,Occasional,Advanced,Formal,Fully Remote,Good,5,9,1.08,High
PROJ_4733,Manufacturing,49,2994434.36,20,5.30,3,Agile,Junior,1,1,2.27,Closure,Stable,0.15,0.48,0,6.74,High,Expert,1,High,0.39,0.52,Moderate,Internal,0.15,4.65,0.94,Low,1.91,4,0.50,0.12,Senior PM,Ad-hoc,Medium,Poor,Poor,Cost-Plus,Low,Low,Regular,Basic,Formal,Fully Colocated,Excellent,7,7,1.07,High
PROJ_4734,Manufacturing,16,1234707.88,7,1.52,5,Scrum,Mixed,2,0,1.35,Closure,Moderate,0.10,0.35,2,2.40,High,Familiar,1,Low,0.44,0.95,Strong,Government,0.35,5.87,0.85,Critical,1.30,5,0.84,0.90,Junior PM,Managed,Strict,Poor,Poor,Cost-Plus,Medium,High,Regular,Formal,None,Fully Remote,Good,7,5,1.12,High
PROJ_4735,Construction,2,2480694.90,30,5.21,4,Hybrid,Senior,0,0,2.99,Execution,Stable,0.35,0.73,2,4.18,Low,Familiar,3,Medium,0.44,1.14,Strong,Mixed,0.09,8.73,0.75,Low,1.67,8,0.99,0.87,Mid-level PM,Managed,Medium,Moderate,Moderate,Fixed-Price,Medium,Extreme,First-time,Advanced,Basic,Fully Colocated,Good,11,3,0.94,Medium
PROJ_4736,Healthcare,33,456465.27,29,1.84,4,Waterfall,Mixed,3,4,1.05,Closure,Stable,0.08,0.92,2,2.56,Medium,New,1,Excellent,0.78,0.69,Strong,Internal,0.89,1.76,0.98,Critical,2.94,0,0.61,0.01,Senior PM,Ad-hoc,Medium,Moderate,Poor,Time & Materials,Medium,Low,Occasional,Formal,Formal,Hybrid,Basic,2,6,1.18,Low
PROJ_4737,Healthcare,18,1841073.59,14,4.85,11,Agile,Junior,4,0,0.53,Closure,Unstable,0.38,0.35,2,6.53,Critical,Expert,1,Low,0.36,0.68,Weak,Mixed,0.17,9.48,0.34,Medium,1.49,0,0.76,0.64,Senior PM,Optimizing,Strict,Moderate,Moderate,Time & Materials,Low,Low,First-time,Formal,Basic,Fully Colocated,Excellent,10,10,0.95,High
PROJ_4738,Construction,41,2430009.20,23,3.42,13,Waterfall,Junior,0,0,2.09,Closure,Stable,0.21,0.61,0,1.60,Critical,Familiar,2,Low,0.98,1.01,Moderate,Mixed,0.19,6.29,0.37,Medium,0.24,3,0.40,0.63,Senior PM,Defined,Medium,Poor,Stable,Cost-Plus,Medium,High,First-time,Formal,Advanced,Hybrid,Excellent,1,1,1.07,High
PROJ_4739,Manufacturing,7,2107541.64,3,9.62,3,Kanban,Mid-level,1,4,1.88,Execution,Stable,0.23,0.45,1,5.50,Critical,Expert,2,Excellent,0.58,0.76,Strong,External,0.88,6.87,0.30,Low,2.05,5,0.89,0.26,Senior PM,Optimizing,Strict,Poor,Poor,Cost-Plus,High,Moderate,Strategic,Advanced,Advanced,Hybrid,Good,3,7,0.86,High
PROJ_4740,Construction,27,2011136.79,19,6.14,9,Scrum,Mid-level,0,3,2.58,Closure,Unstable,0.40,0.64,4,5.70,Medium,Expert,3,Low,0.84,1.18,Strong,Government,0.84,4.31,0.44,Low,0.53,0,0.65,0.64,Junior PM,Ad-hoc,Medium,Poor,Poor,Fixed-Price,Medium,High,Strategic,Advanced,None,Hybrid,Basic,8,3,0.81,Medium
PROJ_4741,Construction,19,645629.03,11,5.28,12,Scrum,Mid-level,2,0,0.25,Planning,Unstable,0.08,0.93,0,4.38,High,Familiar,4,Medium,0.96,1.04,Strong,External,0.38,4.76,0.97,Low,2.57,8,0.45,0.81,Mid-level PM,Defined,High,Moderate,Moderate,Cost-Plus,Medium,Extreme,Occasional,Basic,Basic,Fully Remote,Excellent,6,6,1.09,High
PROJ_4742,Healthcare,17,2875196.62,25,7.78,8,Hybrid,Mixed,2,4,1.55,Closure,Unstable,0.36,0.64,0,4.79,Low,Familiar,3,Excellent,0.05,1.19,Moderate,Internal,0.58,1.67,0.74,High,2.51,6,0.71,0.21,Mid-level PM,Defined,Medium,Good,Stable,Cost-Plus,High,Moderate,First-time,Formal,Advanced,Hybrid,Basic,6,6,1.07,Low
PROJ_4743,R&D,6,945641.88,6,3.67,3,Kanban,Mid-level,1,0,1.19,Initiation,Moderate,0.49,0.92,3,2.35,Low,New,4,Medium,0.93,0.66,Weak,External,0.59,1.97,0.50,Low,2.25,1,0.75,0.04,Mid-level PM,Ad-hoc,Low,Good,Poor,Time & Materials,Medium,Extreme,Regular,Basic,Formal,Hybrid,Poor,1,4,1.02,Medium
PROJ_4744,R&D,48,1044917.83,31,7.67,14,Kanban,Mixed,2,1,0.99,Initiation,Moderate,0.03,0.55,3,4.85,Medium,New,2,Medium,0.74,0.50,Weak,Mixed,0.46,6.58,0.32,Critical,0.68,2,0.43,0.26,Senior PM,Ad-hoc,High,Excellent,Poor,Cost-Plus,Low,High,Regular,Basic,Formal,Fully Remote,Good,11,5,1.09,Low
PROJ_4745,Manufacturing,11,1957383.54,18,4.56,18,Agile,Mixed,0,0,2.56,Planning,Unstable,0.01,0.39,2,3.95,High,New,1,Low,0.32,0.60,Strong,External,0.22,6.37,0.31,Medium,0.38,5,0.49,0.02,Mid-level PM,Managed,Low,Excellent,Poor,Cost-Plus,Medium,Low,First-time,Advanced,Advanced,Fully Remote,Good,10,4,1.07,High
PROJ_4746,R&D,25,2742487.19,29,3.77,7,Hybrid,Mid-level,2,4,0.99,Initiation,Stable,0.01,1.00,4,4.14,Low,Expert,2,Low,0.84,0.36,Strong,Internal,0.06,9.56,0.58,High,0.11,9,0.40,0.08,Junior PM,Defined,Strict,Moderate,Stable,Time & Materials,Low,High,Strategic,Basic,Advanced,Hybrid,Excellent,3,10,1.11,Low
PROJ_4747,IT,38,159728.06,18,4.20,16,Waterfall,Mid-level,2,4,0.19,Closure,Unstable,0.59,0.35,2,1.28,Medium,New,2,Medium,0.20,0.70,Moderate,Mixed,0.45,2.46,0.91,Medium,0.62,0,0.64,0.35,Junior PM,Ad-hoc,Strict,Excellent,Stable,Time & Materials,High,Low,First-time,Formal,Formal,Fully Colocated,Poor,6,4,0.81,High
PROJ_4748,Manufacturing,26,2658761.59,15,8.56,12,Hybrid,Mixed,3,3,1.49,Closure,Unstable,0.18,0.43,2,4.84,Medium,New,2,Low,0.39,1.00,Moderate,Internal,0.17,7.27,0.88,Low,0.34,6,0.94,0.47,Junior PM,Defined,Medium,Poor,Stable,Fixed-Price,High,Moderate,Occasional,Advanced,Advanced,Fully Remote,Good,4,3,0.90,High
PROJ_4749,Construction,10,1063372.93,19,1.71,11,Hybrid,Senior,2,1,0.58,Closure,Stable,0.46,0.81,3,2.71,High,Familiar,3,High,0.54,0.76,Weak,Internal,0.84,5.43,0.53,High,0.80,9,0.66,0.98,Junior PM,Defined,Low,Poor,Moderate,Fixed-Price,Low,Moderate,Regular,Formal,None,Fully Colocated,Basic,5,9,0.85,High
PROJ_4750,IT,36,182505.23,8,3.66,18,Agile,Junior,2,1,2.86,Execution,Unstable,0.27,0.55,4,4.02,Critical,New,4,Medium,0.77,0.57,Weak,Mixed,0.18,7.19,0.43,Medium,1.27,0,0.97,0.42,Junior PM,Defined,Strict,Good,Stable,Cost-Plus,High,High,First-time,Formal,Advanced,Hybrid,Basic,8,8,0.90,Low
